Seed,Dataset,Model,Fine Tune Result,Adapter Result
8937216,citation_intent,base,0.6491061349551916,0.5735010834483509
8937216,citation_intent,dapt,0.681703428115865,0.6362654771773313
8937216,citation_intent,tapt,0.7039962112398547,0.6451187969303911
8937216,citation_intent,dapt_tapt,0.7463107113728231,0.7254572690003154
