,Seed,Dataset,Model,Fine Tune Result,Adapter Result
0,213255,citation_intent,base,0.6746935535728639,0.581574074074074
1,213255,citation_intent,dapt,0.7252435987657663,0.6532010070307942
2,213255,citation_intent,tapt,0.69913501261019,0.6032437731945121
3,213255,citation_intent,dapt_tapt,0.7215508191572022,0.6918762586619729
