Seed,Dataset,Model,Fine Tune Result,Adapter Result
9091,citation_intent,base,0.6262625784177508,0.6212433449515516
9091,citation_intent,dapt,0.6670467935006942,0.6701435239733112
9091,citation_intent,tapt,0.6371013852048334,0.6096243181957467
9091,citation_intent,dapt_tapt,0.7328050917336633,0.7070594752965573
